ZDB-BAC-090114-810|ZDB-BAC-030616-43|RP71-PACKTRZ|
ZDB-BAC-100127-898|ZDB-FOSMID-100127-898|ZFOS-1085F3|
ZDB-BAC-100127-927|ZDB-FOSMID-100127-927|ZFOS-874H4|
ZDB-BAC-100127-947|ZDB-FOSMID-100127-947|ZFOS-1829D7|
ZDB-LOCUS-990215-42|ZDB-GENE-000125-4|beamter|
ZDB-GENE-050522-425|ZDB-GENE-000128-8|zgc:109861|
ZDB-LOCUS-030327-1|ZDB-GENE-000201-18|lazarus|
ZDB-GENE-060808-8|ZDB-GENE-000208-18|wu:fc43e09|
ZDB-GENE-030131-5361|ZDB-GENE-000208-21|wu:fd14g02|
ZDB-GENE-030131-8987|ZDB-GENE-000208-28|wu:fa96a04|
ZDB-GENE-030131-6026|ZDB-GENE-000208-8|wu:fi31b06|
ZDB-GENE-030131-8468|ZDB-GENE-000210-13|wu:fb12f07|
ZDB-GENE-030131-227|ZDB-GENE-000210-15|wu:fb17g09|
ZDB-GENE-030131-7024|ZDB-GENE-000210-17|wu:fk65g02|
ZDB-GENE-040718-24|ZDB-GENE-000210-19|zgc:86911|
ZDB-GENE-030131-5225|ZDB-GENE-000210-25|wu:fa18g12|
ZDB-GENE-030131-9113|ZDB-GENE-000210-34|wu:fa99f09|
ZDB-GENE-030616-494|ZDB-GENE-000210-36|si:dz44o19.1|
ZDB-GENE-030131-20|ZDB-GENE-000210-7|hm:zeh0190|
ZDB-GENE-040426-2438|ZDB-GENE-000223-14|zgc:77364|
ZDB-GENE-030131-4919|ZDB-GENE-000308-1|wu:fe06h09|
ZDB-GENE-030131-671|ZDB-GENE-000322-2|wu:fb39a12|
ZDB-GENE-030131-404|ZDB-GENE-000322-5|wu:fb26f12|
ZDB-GENE-070705-72|ZDB-GENE-000322-5|si:ch211-158m24.7|
ZDB-GENE-050417-364|ZDB-GENE-000322-6|zgc:109832|
ZDB-GENE-000210-30|ZDB-GENE-000328-3|frizzled homolog C|
ZDB-GENE-030131-10071|ZDB-GENE-000328-4|ik:tdsubc_1e1|
ZDB-GENE-030131-5436|ZDB-GENE-000329-1|wu:fd18f05|
ZDB-GENE-990415-196|ZDB-GENE-000329-13|odorant receptor 8|
ZDB-GENE-010308-20|ZDB-GENE-000329-16||
ZDB-GENE-030131-3454|ZDB-GENE-000329-2|wu:fc39g02|
ZDB-GENE-990415-21|ZDB-GENE-000329-3|beta-actin|
ZDB-GENE-030131-6527|ZDB-GENE-000329-5|wu:fa14b08|
ZDB-GENE-030131-6775|ZDB-GENE-000330-2|wu:fa04g10|
ZDB-GENE-030131-1637|ZDB-GENE-000330-4|wu:fb76h10|
ZDB-GENE-030131-8193|ZDB-GENE-000330-7|wu:fj59c12|
ZDB-GENE-030131-7394|ZDB-GENE-000403-1|wu:fj14c08|
ZDB-LOCUS-990215-329|ZDB-GENE-000403-1|masterblind|
ZDB-GENE-000405-2|ZDB-GENE-000405-1|pre-B-cell leukemia transcription factor 1b|
ZDB-GENE-030131-1526|ZDB-GENE-000405-5|wu:fb73g03|
ZDB-GENE-030131-5241|ZDB-GENE-000406-10|wu:fa19g04|
ZDB-LOCUS-040714-5|ZDB-GENE-000406-10|cyclin B1|
ZDB-LOCUS-990215-367|ZDB-GENE-000426-1|natter|
ZDB-GENE-030131-2186|ZDB-GENE-000427-3|wu:fb99b08|
ZDB-GENE-030131-6771|ZDB-GENE-000509-1|wu:fa04g03|
ZDB-GENE-060810-167|ZDB-GENE-000510-1|zgc:153231|
ZDB-LOCUS-981207-1|ZDB-GENE-000511-1|hands off|
ZDB-GENE-030131-6573|ZDB-GENE-000511-3|wu:fa16h08|
ZDB-GENE-030131-3929|ZDB-GENE-000511-5|wu:fc59e02|
ZDB-GENE-030131-7424|ZDB-GENE-000511-6|wu:fj16e01|
ZDB-GENE-050417-21|ZDB-GENE-000511-7|zgc:109835|
ZDB-GENE-030131-7679|ZDB-GENE-000516-1|wu:fk63g06|
ZDB-GENE-060331-96|ZDB-GENE-000526-1|zgc:136746|
ZDB-GENE-030131-9908|ZDB-GENE-000607-16|sb:cb585|
ZDB-GENE-030131-9424|ZDB-GENE-000607-77|wu:fj77d08|
ZDB-GENE-030131-6303|ZDB-GENE-000607-78|wu:fi43e01|
ZDB-GENE-030131-7246|ZDB-GENE-000607-83|wu:fl23c09|
ZDB-GENE-030131-9000|ZDB-GENE-000616-1|wu:fa96d04|
ZDB-GENE-030131-7022|ZDB-GENE-000616-13|wu:fk65e12|
ZDB-GENE-030131-472|ZDB-GENE-000616-14|wu:fb33g04|
ZDB-GENE-030131-6011|ZDB-GENE-000616-15|wu:fi30c08|
ZDB-GENE-030131-8650|ZDB-GENE-000616-3|wu:fa93b02|
ZDB-GENE-030131-2938|ZDB-GENE-000616-5|wu:fc22a02|
ZDB-GENE-030131-1336|ZDB-GENE-000619-1|wu:fb67g04|
ZDB-GENE-030131-1206|ZDB-GENE-000627-1|wu:fb62f07|
ZDB-GENE-030131-8558|ZDB-GENE-000629-1|wu:fb15a08|
ZDB-GENE-050522-81|ZDB-GENE-000629-2|zgc:109730|
ZDB-GENE-030131-8302|ZDB-GENE-000629-3|wu:fb08c05|
ZDB-GENE-060808-3|ZDB-GENE-000629-3|wu:fb16e10|
ZDB-GENE-980526-331|ZDB-GENE-000705-1|fetal liver kinase|
ZDB-LOCUS-030804-1|ZDB-GENE-000705-1|kinase insert domain receptor|
ZDB-GENE-030131-7747|ZDB-GENE-000710-3|wu:fj33c02|
ZDB-GENE-060421-999|ZDB-GENE-000710-6|zgc:136526|
ZDB-GENE-061207-77|ZDB-GENE-000822-6|si:dkey-81p22.1|
ZDB-GENE-050522-486|ZDB-GENE-000823-2|zgc:110504|
ZDB-GENE-041008-7|ZDB-GENE-000823-4|im:6899783|
ZDB-GENE-040801-70|ZDB-GENE-000823-6|zgc:101134|
ZDB-GENE-030131-81|ZDB-GENE-000831-2|hm:zeh1145|
ZDB-GENE-030131-4028|ZDB-GENE-000831-3|wu:fc65h12|
ZDB-GENE-030131-8018|ZDB-GENE-000831-6|pim2|
ZDB-GENE-030131-8440|ZDB-GENE-000901-1|wu:fb12a01|
ZDB-LOCUS-001229-2|ZDB-GENE-000906-1|riesling|
ZDB-GENE-030131-111|ZDB-GENE-000906-4|hm:zehl0603|
ZDB-LOCUS-990215-583|ZDB-GENE-000920-1|sucker|
ZDB-LOCUS-990215-143|ZDB-GENE-000928-1|dracula|
ZDB-GENE-050522-149|ZDB-GENE-001020-1|zgc:109845|
ZDB-GENE-030219-149|ZDB-GENE-001031-1|id:ibd5095|
ZDB-GENE-030131-7432|ZDB-GENE-001103-1|wu:fj17b12|
ZDB-GENE-030131-254|ZDB-GENE-001103-2|wu:fb18d01|
ZDB-GENE-040718-458|ZDB-GENE-001103-4|zgc:92614|
ZDB-GENE-001106-13|ZDB-GENE-001106-11|novel immune-type receptor 4.3|
ZDB-GENE-020225-37|ZDB-GENE-001106-11|novel immune-type receptor 4.6|
ZDB-GENE-030616-428|ZDB-GENE-001106-11|si:busm1-263j20.4|
ZDB-GENE-041001-64|ZDB-GENE-001106-11|nitr4.10|
ZDB-GENE-020225-24|ZDB-GENE-001106-3|novel immune-type receptor 1.13|
ZDB-GENE-020225-12|ZDB-GENE-001106-4|novel immune-type receptor 1.16|
ZDB-GENE-041001-60|ZDB-GENE-001106-4|nitr1.59|
ZDB-GENE-041001-73|ZDB-GENE-001106-5|nitr1.40|
ZDB-GENE-020225-27|ZDB-GENE-001106-6|novel immune-type receptor 2.5|
ZDB-GENE-041001-85|ZDB-GENE-001106-6|nitr2.21|
ZDB-GENE-020225-33|ZDB-GENE-001106-8|novel immune-type receptor 3.4|
ZDB-GENE-041001-14|ZDB-GENE-001106-8|nitr3.6|
ZDB-GENE-030131-5489|ZDB-GENE-001120-1|wu:fd20b10|
ZDB-STS-011115-40|ZDB-GENE-001120-2|mln64|
ZDB-GENE-040808-66|ZDB-GENE-001127-2|zgc:86580|
ZDB-EST-990707-35|ZDB-GENE-001128-1|gi2462952|
ZDB-GENE-050208-588|ZDB-GENE-001201-2|si:dkey-4c23.2|
ZDB-GENE-030131-1108|ZDB-GENE-001201-3|wu:fb59e10|
ZDB-GENE-060519-11|ZDB-GENE-001201-3|zgc:136383|
ZDB-GENE-050626-145|ZDB-GENE-001201-4|zgc:114012|
ZDB-GENE-030131-1204|ZDB-GENE-001201-6|wu:fb62f05|
ZDB-GENE-030131-7836|ZDB-GENE-001202-1|wu:fj36c01|
ZDB-GENE-050522-527|ZDB-GENE-001202-1|zgc:110499|
ZDB-GENE-030131-873|ZDB-GENE-001205-3|wu:fb51g02|
ZDB-GENE-050417-300|ZDB-GENE-001205-4|zgc:110367|
ZDB-GENE-030131-2050|ZDB-GENE-001207-1|wu:fb95e05|
ZDB-LOCUS-990215-189|ZDB-GENE-001207-1|foggy|
ZDB-GENE-050706-191|ZDB-GENE-001207-7|zgc:109882|
ZDB-GENE-050417-303|ZDB-GENE-001208-2|zgc:110363|
ZDB-GENE-030131-1951|ZDB-GENE-001212-1|wu:fb92h10|
ZDB-GENE-050522-472|ZDB-GENE-001212-2|zgc:110523|
ZDB-GENE-030131-6882|ZDB-GENE-001212-6|wu:fa10d04|
ZDB-GENE-030131-9853|ZDB-GENE-001212-7|sb:cb466|
ZDB-LOCUS-001221-3|ZDB-GENE-001221-1|not really finished|
ZDB-GENE-030131-2166|ZDB-GENE-001228-2|wu:fb98f05|
ZDB-GENE-030219-131|ZDB-GENE-001229-1|zgc:152830|
ZDB-LOCUS-990215-497|ZDB-GENE-001229-1|sauternes|
ZDB-GENE-060519-42|ZDB-GENE-010108-1|zgc:136532|
ZDB-GENE-030616-131|ZDB-GENE-010110-1|si:dz12f11.4|
ZDB-GENE-030616-248|ZDB-GENE-010110-3|si:dz179b20.7|
ZDB-GENE-030131-4982|ZDB-GENE-010111-1|wu:fe16f11|
ZDB-GENE-030219-67|ZDB-GENE-010111-1|id:ibd3529|
ZDB-GENE-030131-1381|ZDB-GENE-010116-9|wu:fb69e07|
ZDB-GENE-030131-2477|ZDB-GENE-010129-1|wu:fc09b11|
ZDB-GENE-050522-107|ZDB-GENE-010129-1|zgc:109839|
ZDB-GENE-030131-4876|ZDB-GENE-010130-2|wu:fe05b01|
ZDB-GENE-041114-112|ZDB-GENE-010131-2|zgc:101604|
ZDB-GENE-030131-1741|ZDB-GENE-010131-6|wu:fb79b05|
ZDB-GENE-990621-2|ZDB-GENE-010131-6|pleiotrophin 2|
ZDB-GENE-030131-1979|ZDB-GENE-010131-8|wu:fb93e11|
ZDB-GENE-990825-29|ZDB-GENE-010201-1|sine oculis homeobox homolog 8|
ZDB-GENE-030131-8858|ZDB-GENE-010202-2|wu:fk28c03|
ZDB-GENE-050522-209|ZDB-GENE-010226-2|zgc:110129|
ZDB-GENE-040426-2189|ZDB-GENE-010302-3|zgc:65930|
ZDB-GENE-080722-10|ZDB-GENE-010308-14|zgc:195352|
ZDB-GENE-080721-10|ZDB-GENE-010308-16|zgc:195199|
ZDB-GENE-990415-186|ZDB-GENE-010308-21|odor receptor 1A|
ZDB-GENE-080722-31|ZDB-GENE-010308-3|zgc:195206|
ZDB-GENE-061207-94|ZDB-GENE-010308-8|or103-2|
ZDB-GENE-030131-5882|ZDB-GENE-010319-1|wu:fi22h02|
ZDB-GENE-031118-172|ZDB-GENE-010319-35|wu:fc33c12|
ZDB-GENE-030131-3199|ZDB-GENE-010320-1|wu:fc30e01|
ZDB-GENE-040426-2456|ZDB-GENE-010320-2|zgc:85821|
ZDB-GENE-040426-2530|ZDB-GENE-010323-5|zgc:85655|
ZDB-LOCUS-031126-2|ZDB-GENE-010328-10|claudin j|
ZDB-GENE-030131-3391|ZDB-GENE-010328-14|wu:fc37h01|
ZDB-GENE-041008-107|ZDB-GENE-010328-16|im:7137554|
ZDB-GENE-030131-7704|ZDB-GENE-010328-4|ns:zf-a310|
ZDB-GENE-030131-6581|ZDB-GENE-010328-6|sr:nyz177|
ZDB-GENE-030131-3644|ZDB-GENE-010328-7|wu:fc48a12|
ZDB-GENE-030131-5430|ZDB-GENE-010328-7|wu:fd18b07|
ZDB-GENE-060421-5306|ZDB-GENE-010328-7|zgc:136312|
ZDB-GENE-030131-3866|ZDB-GENE-010328-8|wu:fc56d05|
ZDB-GENE-030131-700|ZDB-GENE-010406-1|wu:fb40a08|
ZDB-GENE-030131-3467|ZDB-GENE-010406-3|wu:fc41a10|
ZDB-GENE-030131-7945|ZDB-GENE-010410-2|wu:fj42f03|
ZDB-GENE-040808-47|ZDB-GENE-010412-1|zgc:91945|
ZDB-GENE-000607-41|ZDB-GENE-010416-1|id:ibd5020|
ZDB-GENE-041008-38|ZDB-GENE-010426-1|im:6911785|
ZDB-GENE-061013-592|ZDB-GENE-010426-2|zgc:153885|
ZDB-GENE-030131-4972|ZDB-GENE-010426-6|wu:fe16d07|
ZDB-GENE-030131-2010|ZDB-GENE-010430-2|wu:fb94c11|
ZDB-GENE-030131-190|ZDB-GENE-010501-1|wu:fb16e03|
ZDB-GENE-030131-1496|ZDB-GENE-010501-4|wu:fb73a11|
ZDB-GENE-030131-1223|ZDB-GENE-010501-6|wu:fb63b12|
ZDB-GENE-030131-2846|ZDB-GENE-010502-1|wu:fc19f01|
ZDB-GENE-030131-7658|ZDB-GENE-010509-1|wu:fk59e08|
ZDB-GENE-030131-5898|ZDB-GENE-010522-1|wu:fi23f10|
ZDB-GENE-060929-760|ZDB-GENE-010525-1|zgc:152771|
ZDB-GENE-030131-8773|ZDB-GENE-010601-1|wu:fb07a11|
ZDB-GENE-030131-999|ZDB-GENE-010601-2|wu:fb55e01|
ZDB-GENE-030131-1196|ZDB-GENE-010605-5|wu:fb62d12|
ZDB-GENE-040718-268|ZDB-GENE-010608-2|zgc:92543|
ZDB-GENE-050522-59|ZDB-GENE-010614-1|zgc:109863|
ZDB-GENE-030131-35|ZDB-GENE-010618-1|hm:zeh0344|
ZDB-GENE-030131-8804|ZDB-GENE-010619-1|wu:fk18g12|
ZDB-GENE-010131-4|ZDB-GENE-010621-1|kheper|
ZDB-GENE-030131-4269|ZDB-GENE-010625-1|wu:fc03b11|
ZDB-GENE-030219-76|ZDB-GENE-010702-1|id:ibd2576|
ZDB-GENE-030131-983|ZDB-GENE-010713-1|wu:fb55b05|
ZDB-GENE-030131-8863|ZDB-GENE-010717-1|wu:fk28e09|
ZDB-GENE-030131-4899|ZDB-GENE-010724-1|wu:fe06a04|
ZDB-GENE-030131-6038|ZDB-GENE-010724-10|wu:fi31g02|
ZDB-GENE-061013-263|ZDB-GENE-010724-11|zgc:152881|
ZDB-GENE-030131-3192|ZDB-GENE-010724-13|wu:fc30c11|
ZDB-GENE-030131-8624|ZDB-GENE-010724-16|wu:fa92d01|
ZDB-GENE-050302-42|ZDB-GENE-010724-18|im:7036787|
ZDB-GENE-030131-2686|ZDB-GENE-010724-3|wu:fc15g01|
ZDB-GENE-030131-2315|ZDB-GENE-010724-4|wu:fc04b11|
ZDB-GENE-030131-1728|ZDB-GENE-010724-5|wu:fb78h01|
ZDB-GENE-040426-1579|ZDB-GENE-010724-6|zgc:66253|
ZDB-GENE-030429-2|ZDB-GENE-010724-7|sb:cb121|
ZDB-GENE-030131-6827|ZDB-GENE-010724-9|wu:fa07b12|
ZDB-GENE-030131-8552|ZDB-GENE-010726-1|zgc:65815|
ZDB-GENE-030131-2593|ZDB-GENE-010801-1|wu:fc12f06|
ZDB-GENE-030131-1908|ZDB-GENE-010803-2|wu:fb92b06|
ZDB-GENE-030131-1111|ZDB-GENE-010814-1|wu:fb59f04|
ZDB-GENE-030131-5619|ZDB-GENE-010816-1|wu:fi06d08|
ZDB-GENE-030131-1138|ZDB-GENE-010817-3|wu:fb60e11|
ZDB-LOCUS-030313-1|ZDB-GENE-010906-1|acetylcholinesterase|
ZDB-GENE-030131-6178|ZDB-GENE-010907-1|wu:fd15e01|
ZDB-GENE-030131-3|ZDB-GENE-011010-1|hm:zeh0024|
ZDB-GENE-030131-2587|ZDB-GENE-011010-2|GA binding protein transcription factor, alpha subunit|
ZDB-GENE-030131-6666|ZDB-GENE-011018-1|wu:fa01e05|
ZDB-GENE-030131-9977|ZDB-GENE-011022-1|ik:tdsubc_2a8|
ZDB-LOCUS-990215-86|ZDB-GENE-011026-1|casanova|
ZDB-GENE-040822-19|ZDB-GENE-011108-1|zgc:100772|
ZDB-GENE-030131-9668|ZDB-GENE-011109-2|sb:cb125|
ZDB-GENE-040426-1959|ZDB-GENE-011115-1|zgc:73131|
ZDB-LOCUS-990215-279|ZDB-GENE-011119-1|knypek|
ZDB-GENE-030131-9736|ZDB-GENE-011128-2|sb:cb243|
ZDB-STS-000426-720|ZDB-GENE-011128-3|unp1068|
ZDB-GENE-060825-11|ZDB-GENE-011205-16|zgc:154138|
ZDB-LOCUS-990215-103|ZDB-GENE-011207-1|colourless|
ZDB-GENE-030131-9186|ZDB-GENE-011210-2|wu:fb02h05|
ZDB-GENE-030131-1252|ZDB-GENE-011212-1|wu:fb64c04|
ZDB-GENE-030131-1032|ZDB-GENE-011212-2|wu:fb57e06|
ZDB-GENE-030131-824|ZDB-GENE-011212-4|wu:fb50b10|
ZDB-GENE-030131-481|ZDB-GENE-011212-5|wu:fb33h12|
ZDB-GENE-030131-1886|ZDB-GENE-011212-6|wu:fb83f04|
ZDB-GENE-030131-3185|ZDB-GENE-011213-1|wu:fc30a03|
ZDB-GENE-030131-1221|ZDB-GENE-011219-1|wu:fb63b04|
ZDB-GENE-030131-7956|ZDB-GENE-011220-2|wu:fj43b09|
ZDB-GENE-030131-7865|ZDB-GENE-020103-2|wu:fj37d11|
ZDB-LOCUS-020426-1|ZDB-GENE-020104-1|transcription factor 2|
ZDB-GENE-030131-546|ZDB-GENE-020108-1|wu:fb36e02|
ZDB-GENE-030131-7481|ZDB-GENE-020111-2|wu:fj20f03|
ZDB-GENE-030131-1177|ZDB-GENE-020111-4|wu:fb61h03|
ZDB-GENE-030131-6357|ZDB-GENE-020111-5|wu:fi57b02|
ZDB-GENE-030131-9421|ZDB-GENE-020117-2|wu:fj77a06|
ZDB-GENE-030131-625|ZDB-GENE-020122-1|wu:fb38b03|
ZDB-GENE-030131-2627|ZDB-GENE-020122-5|wu:fc13f10|
ZDB-LOCUS-990215-261|ZDB-GENE-020129-1|island beat|
ZDB-GENE-050522-548|ZDB-GENE-020213-1|zgc:110403|
ZDB-GENE-041010-99|ZDB-GENE-020220-1|zgc:92771|
ZDB-GENE-020225-18|ZDB-GENE-020225-11|novel immune-type receptor 1.22|
ZDB-GENE-041001-72|ZDB-GENE-020225-11|nitr1.4|
ZDB-GENE-030616-275|ZDB-GENE-020225-15|si:dz186f8.4|
ZDB-GENE-020225-13|ZDB-GENE-020225-16|novel immune-type receptor 1.17|
ZDB-GENE-041001-59|ZDB-GENE-020225-16|nitr1.58|
ZDB-GENE-020225-6|ZDB-GENE-020225-2|novel immune-type receptor 1.10|
ZDB-GENE-041001-26|ZDB-GENE-020225-2|nitr1.54|
ZDB-GENE-020225-32|ZDB-GENE-020225-26|novel immune-type receptor 2.10|
ZDB-GENE-030616-274|ZDB-GENE-020225-28|si:busm1-186f8.2|
ZDB-GENE-041001-79|ZDB-GENE-020225-28|nitr2.11|
ZDB-GENE-041001-23|ZDB-GENE-020225-3|nitr1.51|
ZDB-GENE-020225-36|ZDB-GENE-020225-34|novel immune-type receptor 3, related 4|
ZDB-GENE-041001-12|ZDB-GENE-020225-34|nitr3r.6|
ZDB-GENE-041001-77|ZDB-GENE-020225-34|nitr3r.5|
ZDB-GENE-030616-111|ZDB-GENE-020225-4|novel immune-type receptor 1.23|
ZDB-GENE-020225-39|ZDB-GENE-020225-40|novel immune-type receptor 5.1|
ZDB-GENE-030616-368|ZDB-GENE-020225-40|si:dz219h16.13|
ZDB-GENE-041001-27|ZDB-GENE-020225-40|nitr5.5|
ZDB-GENE-030616-370|ZDB-GENE-020225-42|si:dz219h16.15|
ZDB-GENE-020225-20|ZDB-GENE-020225-5|novel immune-type receptor 1.24|
ZDB-GENE-041001-20|ZDB-GENE-020225-5|nitr1.45|
ZDB-GENE-020225-21|ZDB-GENE-020225-7|novel immune-type receptor 1.25|
ZDB-GENE-041001-15|ZDB-GENE-020225-7|nitr1.46|
ZDB-GENE-030131-2039|ZDB-GENE-020228-1|wu:fb95b12|
ZDB-GENE-030219-2|ZDB-GENE-020228-2|sal-like 1 (Drosophila)|
ZDB-GENE-030131-4385|ZDB-GENE-020312-1|wu:fc96f07|
ZDB-GENE-040718-254|ZDB-GENE-020312-1|zgc:100775|
ZDB-GENE-040927-1|ZDB-GENE-020318-1|zgc:103719|
ZDB-GENE-050320-125|ZDB-GENE-020320-3|zgc:110497|
ZDB-GENE-050327-54|ZDB-GENE-020320-4|zgc:110496|
ZDB-GENE-060623-30|ZDB-GENE-020320-5|zgc:136328|
ZDB-GENE-030131-9677|ZDB-GENE-020322-1|sb:cb138|
ZDB-GENE-030131-758|ZDB-GENE-020415-1|wu:fb47e08|
ZDB-GENE-040801-117|ZDB-GENE-020416-1|zgc:101013|
ZDB-LOCUS-990215-200|ZDB-GENE-020416-5|fused somites|
ZDB-GENE-030131-1192|ZDB-GENE-020418-2|wu:fb62c11|
ZDB-GENE-050731-8|ZDB-GENE-020419-1|zgc:111896|
ZDB-LOCUS-020429-3|ZDB-GENE-020419-11|ATPase, H+ transporting, lysosomal, V1 subunit E isoform 1|
ZDB-LOCUS-020429-19|ZDB-GENE-020419-12|ribosomal protein S5|
ZDB-GENE-030131-8843|ZDB-GENE-020419-14|wu:fk26a01|
ZDB-GENE-030131-4962|ZDB-GENE-020419-15|wu:fe15d12|
ZDB-LOCUS-020426-21|ZDB-GENE-020419-15|protein phosphatase 1, regulatory subunit 10|
ZDB-LOCUS-020426-12|ZDB-GENE-020419-16|polymerase, epsilon 2|
ZDB-GENE-030131-1277|ZDB-GENE-020419-19|wu:fb65a02|
ZDB-GENE-030131-8759|ZDB-GENE-020419-19|wu:fb06f03|
ZDB-LOCUS-020429-6|ZDB-GENE-020419-2|ribosomal protein L35|
ZDB-GENE-030131-2187|ZDB-GENE-020419-21|wu:fb99b10|
ZDB-LOCUS-020426-15|ZDB-GENE-020419-22|splicing factor 3b, subunit 4|
ZDB-LOCUS-020429-16|ZDB-GENE-020419-24|MCM2 minichromosome maintenance deficient 2|
ZDB-GENE-050320-44|ZDB-GENE-020419-26|zgc:109792|
ZDB-LOCUS-020429-14|ZDB-GENE-020419-27|MCM7 minichromosome maintenance deficient 7|
ZDB-GENE-030131-5685|ZDB-GENE-020419-29|wu:fi13c07|
ZDB-GENE-050417-127|ZDB-GENE-020419-3|zgc:112070|
ZDB-GENE-030131-3934|ZDB-GENE-020419-30|wu:fc59e08|
ZDB-LOCUS-020429-17|ZDB-GENE-020419-30|DEAD/H box polypeptide 19|
ZDB-GENE-030131-292|ZDB-GENE-020419-32|wu:fb19h11|
ZDB-GENE-040426-2636|ZDB-GENE-020419-32|zgc:65818|
ZDB-LOCUS-020426-24|ZDB-GENE-020419-32|histone deacetylase 1|
ZDB-GENE-030131-7827|ZDB-GENE-020419-33|wu:fj35h10|
ZDB-LOCUS-020426-11|ZDB-GENE-020419-34|denticleless homolog|
ZDB-GENE-030131-6488|ZDB-GENE-020419-36|wu:fl26e12|
ZDB-GENE-030131-7834|ZDB-GENE-020419-37|wu:fj36b08|
ZDB-GENE-030131-5731|ZDB-GENE-020419-38|wu:fi15d05|
ZDB-GENE-050731-1|ZDB-GENE-020419-38|zgc:114011|
ZDB-GENE-070117-6|ZDB-GENE-020419-39|cassiopeia|
ZDB-LOCUS-020429-15|ZDB-GENE-020419-4|MCM3 minichromosome maintenance deficient 3|
ZDB-LOCUS-020426-13|ZDB-GENE-020419-40|serine/threonine kinase a|
ZDB-GENE-030131-8502|ZDB-GENE-020419-5|wu:fb13f04|
ZDB-GENE-030619-2|ZDB-GENE-020419-6|wu:fa26a01|
ZDB-GENE-030131-2359|ZDB-GENE-020419-7|wu:fc05g05|
ZDB-GENE-030131-4902|ZDB-GENE-020419-9|wu:fe06b05|
ZDB-LOCUS-020426-25|ZDB-GENE-020419-9|solute carrier family 25 alpha, member 5|
ZDB-GENE-041114-25|ZDB-GENE-020423-2|zgc:103523|
ZDB-GENE-030131-7078|ZDB-GENE-020423-3|wu:fk76a09|
ZDB-LOCUS-020422-4|ZDB-GENE-020423-4|no knack|
ZDB-GENE-030131-9645|ZDB-GENE-020426-1|sb:cb1|
ZDB-GENE-030131-9726|ZDB-GENE-020430-2|sb:cb227|
ZDB-GENE-030131-5822|ZDB-GENE-020503-1|wu:fi20b10|
ZDB-GENE-030131-5098|ZDB-GENE-020507-2|wu:fe47e11|
ZDB-GENE-041010-2|ZDB-GENE-020508-1|zgc:92036|
ZDB-GENE-030131-1953|ZDB-GENE-020513-1|wu:fb93a03|
ZDB-GENE-041010-3|ZDB-GENE-020513-2|zgc:86919|
ZDB-GENE-030131-9304|ZDB-GENE-020515-1|wu:fa56g03|
ZDB-GENE-061215-9|ZDB-GENE-020529-1|zgc:158205|
ZDB-GENE-000607-60|ZDB-GENE-020531-1|id:ibd5005|
ZDB-GENE-030131-9809|ZDB-GENE-020604-1|sb:cb38|
ZDB-GENE-041114-41|ZDB-GENE-020708-3|zgc:103461|
ZDB-GENE-030131-1013|ZDB-GENE-020711-1|zgc:85706|
ZDB-GENE-030131-6543|ZDB-GENE-020731-5|wu:fa14f04|
ZDB-GENE-040426-2007|ZDB-GENE-020801-3|zgc:55982|
ZDB-GENE-030131-8433|ZDB-GENE-020802-2|wu:fb11g09|
ZDB-GENE-040625-91|ZDB-GENE-020802-3|zgc:86862|
ZDB-GENE-030131-7522|ZDB-GENE-020806-4|wu:fj23a02|
ZDB-GENE-030131-6567|ZDB-GENE-020809-1|wu:fa16f09|
ZDB-GENE-031118-229|ZDB-GENE-020809-4|xx:af217251|
ZDB-GENE-030131-1211|ZDB-GENE-020812-2|wu:fb62g08|
ZDB-GENE-030131-232|ZDB-GENE-020905-1|wu:fb17h11|
ZDB-GENE-070427-17|ZDB-GENE-020905-1|wu:cegs655|
ZDB-LOCUS-040907-2|ZDB-GENE-020905-2|coatomer protein complex, subunit alpha|
ZDB-GENE-030131-894|ZDB-GENE-020905-5|wu:fb52c01|
ZDB-GENE-030131-1436|ZDB-GENE-020913-1|wu:fb71f08|
ZDB-GENE-040426-1684|ZDB-GENE-020916-1|zgc:73128|
ZDB-GENE-040718-240|ZDB-GENE-020916-2|zgc:100973|
ZDB-GENE-030131-2099|ZDB-GENE-020919-3|wu:fb96f06|
ZDB-GENE-030131-6782|ZDB-GENE-020919-3|wu:fa05a03|
ZDB-GENE-040426-1186|ZDB-GENE-020925-1|zgc:63607|
ZDB-LOCUS-011017-1|ZDB-GENE-021003-1|violet beauregarde|
ZDB-GENE-080722-36|ZDB-GENE-021010-5|zgc:194662|
ZDB-GENE-030131-5646|ZDB-GENE-021011-1|wu:fi09h09|
ZDB-GENE-040718-472|ZDB-GENE-021011-2|zgc:91798|
ZDB-GENE-030131-6853|ZDB-GENE-021016-1|wu:fa08f07|
ZDB-GENE-040426-2203|ZDB-GENE-021016-1|zgc:77125|
ZDB-GENE-030131-584|ZDB-GENE-021016-2|wu:fb37d04|
ZDB-GENE-040625-169|ZDB-GENE-021022-2|zgc:86670|
ZDB-GENE-030131-5035|ZDB-GENE-021025-1|wu:fe26c12|
ZDB-GENE-030131-6036|ZDB-GENE-021029-1|wu:fi31f01|
ZDB-GENE-030131-9600|ZDB-GENE-021030-1|wu:fj92g08|
ZDB-GENE-030131-606|ZDB-GENE-021030-3|wu:fb37g05|
ZDB-GENE-050327-69|ZDB-GENE-021030-3|zgc:113704|
